UniProtKB_AC,Ensembl_Protein
Q9NRC1,ENSP00000265437
O14948,ENSP00000265440
P09544,ENSP00000265441
Q9P2S2,ENSP00000265459
P30044,ENSP00000265462
Q14181,ENSP00000265465
O94766,ENSP00000265471
Q13107,ENSP00000265560
Q9H3S7,ENSP00000265562
P13861,ENSP00000265563
Q15024,ENSP00000265564
Q12770,ENSP00000265565
P51788,ENSP00000265593
Q96RQ3,ENSP00000265594
Q9UQV4,ENSP00000265598
Q8N157,ENSP00000265602
Q9H2A2,ENSP00000265605
Q15166,ENSP00000265627
P47972,ENSP00000265634
P50416,ENSP00000265641
P22466,ENSP00000265643
Q9UK99,ENSP00000265651
Q13488,ENSP00000265686
P35790,ENSP00000265689
Q9Y3Q7,ENSP00000265707
Q99965,ENSP00000265708
P16157,ENSP00000265709
Q92794,ENSP00000265713
P31323,ENSP00000265717
O95620,ENSP00000265720
P21439,ENSP00000265723
Q9P0K1,ENSP00000265727
Q9UBU7,ENSP00000265728
P30626,ENSP00000265729
Q5RL73,ENSP00000265732
Q00534,ENSP00000265734
Q9P2G1,ENSP00000265742
Q9NQW6,ENSP00000265748
Q15056,ENSP00000265753
Q9UKQ2,ENSP00000265769
Q9Y3T6,ENSP00000265806
A0A0R4J2E2,ENSP00000265806
Q9H788,ENSP00000265807
Q9NQT6,ENSP00000265825
Q2TB10,ENSP00000265827
P24752,ENSP00000265838
Q8N336,ENSP00000265840
Q8NEV8,ENSP00000265843
P54278,ENSP00000265849
Q7L5D6,ENSP00000265857
P31942,ENSP00000265866
Q8IX12,ENSP00000265872
Q14534,ENSP00000265896
Q92543,ENSP00000265909
O60477,ENSP00000265922
Q9BPZ7,ENSP00000265960
P32780,ENSP00000265963
Q9UGK8,ENSP00000265965
Q9UPZ3,ENSP00000265967
P48547,ENSP00000265969
O00443,ENSP00000265970
Q8N612,ENSP00000265978
Q8WVD5,ENSP00000265981
P02790,ENSP00000265983
P14735,ENSP00000265986
O14981,ENSP00000265990
Q8NE35,ENSP00000265997
Q9UER7,ENSP00000266000
Q68CQ7,ENSP00000266014
P78332,ENSP00000266022
Q12893,ENSP00000266025
Q12794,ENSP00000266031
Q8IZD9,ENSP00000266037
Q14624,ENSP00000266041
O75093,ENSP00000266058
Q5T4F7,ENSP00000266066
Q9UKD1,ENSP00000266068
Q9NWU2,ENSP00000266069
Q9BTC0,ENSP00000266070
Q9NR83,ENSP00000266077
O94906,ENSP00000266079
P35625,ENSP00000266085
Q9NY91,ENSP00000266086
Q9Y3I1,ENSP00000266087
P13866,ENSP00000266088
P49770,ENSP00000266126
O95922,ENSP00000266254
Q9UDX5,ENSP00000266263
Q9HBE1,ENSP00000266269
Q10587,ENSP00000266304
Q13936,ENSP00000266376
Q6L9W6,ENSP00000266383
Q13956,ENSP00000266395
Q96DN0,ENSP00000266397
Q5BKT4,ENSP00000266483
Q8WYA1,ENSP00000266503
Q86YW0,ENSP00000266505
Q8TBF4,ENSP00000266529
Q9H0C3,ENSP00000266534
Q9NZP8,ENSP00000266542
Q16795,ENSP00000266544
Q9BQT9,ENSP00000266546
Q96E93,ENSP00000266551
Q9BX59,ENSP00000266556
P26842,ENSP00000266557
P82980,ENSP00000266560
Q969I6,ENSP00000266579
Q86SJ2,ENSP00000266581
O95626,ENSP00000266594
Q9BRT6,ENSP00000266604
Q86YJ5,ENSP00000266643
P58166,ENSP00000266646
P48060,ENSP00000266659
Q8WV24,ENSP00000266671
Q96HH6,ENSP00000266673
O75473,ENSP00000266674
Q16630,ENSP00000266679
Q9H2J7,ENSP00000266682
Q6ZXV5,ENSP00000266712
P51884,ENSP00000266718
O60938,ENSP00000266719
P42166,ENSP00000266732
P62306,ENSP00000266735
Q96NU7,ENSP00000266736
P50553,ENSP00000266744
Q8N697,ENSP00000266771
P24941,ENSP00000266970
Q6ZMH5,ENSP00000266980
Q15633,ENSP00000266987
O15130,ENSP00000267017
P26010,ENSP00000267082
Q9Y600,ENSP00000267085
P21860,ENSP00000267101
Q6UX01,ENSP00000267102
Q9HB07,ENSP00000267103
Q9BSJ8,ENSP00000267113
Q8NB46,ENSP00000267116
Q3SY84,ENSP00000267119
P06400,ENSP00000267163
Q96AX1,ENSP00000267199
Q9H9H4,ENSP00000267202
Q9HBH0,ENSP00000267205
P49023,ENSP00000267257
A7MD48,ENSP00000267260
Q5VZV1,ENSP00000267273
Q8IZP6,ENSP00000267291
Q96T25,ENSP00000267294
Q9NX57,ENSP00000267328
Q9NXR5,ENSP00000267339
P30872,ENSP00000267377
Q8IYK8,ENSP00000267396
Q6UW01,ENSP00000267406
Q9BSI4,ENSP00000267415
Q86U38,ENSP00000267425
A5D6W6,ENSP00000267426
Q8IYD8,ENSP00000267430
Q9H9P8,ENSP00000267436
Q9HAT8,ENSP00000267460
Q16799,ENSP00000267484
Q86TY3,ENSP00000267485
Q8IYL9,ENSP00000267549
Q8WYK2,ENSP00000267569
Q96M32,ENSP00000267584
Q8N9Y4,ENSP00000267594
Q13572,ENSP00000267615
Q15643,ENSP00000267622
Q5J8M3,ENSP00000267750
Q1HG43,ENSP00000267803
Q6N043,ENSP00000267807
P55081,ENSP00000267812
Q00796,ENSP00000267814
Q8IV50,ENSP00000267838
O14975,ENSP00000267842
P21781,ENSP00000267843
P19113,ENSP00000267845
P0CAP1,ENSP00000267853
P37108,ENSP00000267884
A7MBM2,ENSP00000267889
Q6IQ55,ENSP00000267890
Q9H0A8,ENSP00000267935
Q8WVN8,ENSP00000267938
Q16548,ENSP00000267953
O60637,ENSP00000267970
Q9H1K6,ENSP00000267984
Q8NCT1,ENSP00000268042
P05108,ENSP00000268053
Q96RK4,ENSP00000268057
P29590,ENSP00000268058
Q8TE56,ENSP00000268070
O15127,ENSP00000268099
Q9UBD6,ENSP00000268122
P12271,ENSP00000268125
P08910,ENSP00000268129
Q6P2C0,ENSP00000268130
Q7Z2Z1,ENSP00000268138
Q08431,ENSP00000268150
Q8N1W2,ENSP00000268154
Q92186,ENSP00000268164
P46940,ENSP00000268182
Q6UUV7,ENSP00000268184
Q7Z2Z2,ENSP00000268206
Q8IYM1,ENSP00000268231
O15305,ENSP00000268261
Q5K4E3,ENSP00000268281
P22695,ENSP00000268379
Q01850,ENSP00000268383
O95976,ENSP00000268389
Q969G9,ENSP00000268459
Q92620,ENSP00000268482
Q9NX01,ENSP00000268483
P0C024,ENSP00000268533
Q8TAZ6,ENSP00000268595
P55287,ENSP00000268603
P55290,ENSP00000268613
Q8WYQ9,ENSP00000268616
Q8NCV1,ENSP00000268624
Q02556,ENSP00000268638
Q15697,ENSP00000268655
Q92901,ENSP00000268661
O96000,ENSP00000268668
Q6ZN54,ENSP00000268676
O75081,ENSP00000268679
P34059,ENSP00000268695
O95995,ENSP00000268699
Q9NWA0,ENSP00000268711
O75376,ENSP00000268712
Q9UNS2,ENSP00000268717
Q8IVV7,ENSP00000268719
Q9UBL6,ENSP00000268720
Q86SG6,ENSP00000268766
Q3B7J2,ENSP00000268797
Q9ULX3,ENSP00000268802
O60256,ENSP00000268835
Q8IWX7,ENSP00000268876
Q8N4N8,ENSP00000268919
Q9H201,ENSP00000268933
O43147,ENSP00000268989
Q96FV0,ENSP00000269025
P58872,ENSP00000269051
Q8IXA5,ENSP00000269053
Q8WWZ4,ENSP00000269081
Q9BUM1,ENSP00000269097
Q86WR6,ENSP00000269127
P19022,ENSP00000269141
Q9Y4W6,ENSP00000269143
O14732,ENSP00000269159
Q13433,ENSP00000269187
Q10472,ENSP00000269195
Q9C0F0,ENSP00000269197
Q16820,ENSP00000269202
Q9H706,ENSP00000269209
Q5FWF5,ENSP00000269214
Q92908,ENSP00000269216
Q96DM3,ENSP00000269221
O15118,ENSP00000269228
Q9H091,ENSP00000269289
Q96F10,ENSP00000269298
P07306,ENSP00000269299
P04637,ENSP00000269305
Q9BSA4,ENSP00000269346
Q9HA64,ENSP00000269373
Q6PJ69,ENSP00000269383
Q9HC52,ENSP00000269385
Q8WVN6,ENSP00000269389
Q96PX1,ENSP00000269391
Q9UPN4,ENSP00000269392
Q32MQ0,ENSP00000269394
O00257,ENSP00000269397
Q6ZSG1,ENSP00000269439
Q7RTS9,ENSP00000269445
Q9H777,ENSP00000269466
A0A0A0MQW3,ENSP00000269489
Q9C0B9,ENSP00000269499
Q8IUK8,ENSP00000269503
P04626,ENSP00000269571
P13645,ENSP00000269576
P11086,ENSP00000269582
A6NH57,ENSP00000269586
P22692,ENSP00000269593
P83876,ENSP00000269601
O43823,ENSP00000269701
Q6NT55,ENSP00000269703
Q9BRY0,ENSP00000269740
Q6NX49,ENSP00000269829
Q96PE6,ENSP00000269834
A0AB56DNF6,ENSP00000269844
P17858,ENSP00000269848
Q9BSK4,ENSP00000269856
Q96Q77,ENSP00000269878
Q96L12,ENSP00000269881
Q99961,ENSP00000269886
Q9NXJ5,ENSP00000269919
Q8IXT2,ENSP00000269945
Q96F63,ENSP00000269967
Q02386,ENSP00000269973
P12694,ENSP00000269980
Q9HCL3,ENSP00000270001
Q9BWG4,ENSP00000270061
Q9H0W8,ENSP00000270066
Q00887,ENSP00000270077
P57058,ENSP00000270112
Q8IYG6,ENSP00000270115
P17181,ENSP00000270139
P00441,ENSP00000270142
P57059,ENSP00000270162
Q9UJW3,ENSP00000270172
Q96KG9,ENSP00000270176
Q09019,ENSP00000270223
Q9UBE0,ENSP00000270225
P50895,ENSP00000270233
Q8WTR8,ENSP00000270235
Q9H840,ENSP00000270257
P58549,ENSP00000270310
Q01959,ENSP00000270349
Q9HAU8,ENSP00000270357
Q8WXS5,ENSP00000270458
A0A1X7SBR8,ENSP00000270458
Q9BSF4,ENSP00000270502
Q75N90,ENSP00000270509
Q9BQ95,ENSP00000270517
O43615,ENSP00000270538
O14894,ENSP00000270560
Q96FL8,ENSP00000270570
Q8TBB5,ENSP00000270583
P28072,ENSP00000270586
O75388,ENSP00000270590
Q9BZG2,ENSP00000270593
P62280,ENSP00000270625
Q96A98,ENSP00000270631
A6NGN9,ENSP00000270642
Q96D15,ENSP00000270645
Q8N883,ENSP00000270649
Q9P2S5,ENSP00000270708
Q9HAZ2,ENSP00000270722
Q8IW93,ENSP00000270747
P52209,ENSP00000270776
Q9H299,ENSP00000270792
Q8N6P7,ENSP00000270800
Q9NVM1,ENSP00000270824
O00444,ENSP00000270861
O75636,ENSP00000270879
Q9GZM7,ENSP00000271064
Q70IA8,ENSP00000271139
X6R3L3,ENSP00000271139
Q8N4M1,ENSP00000271227
Q5T0N5,ENSP00000271234
Q9P2B4,ENSP00000271277
P28066,ENSP00000271308
P58294,ENSP00000271331
Q9HCU4,ENSP00000271332
O95563,ENSP00000271373
O95562,ENSP00000271375
Q71H61,ENSP00000271417
P12318,ENSP00000271450
Q9BZD4,ENSP00000271452
Q92733,ENSP00000271526
Q96PJ5,ENSP00000271532
Q14814,ENSP00000271555
Q96RW7,ENSP00000271588
Q86TP1,ENSP00000271620
Q15427,ENSP00000271628
Q9P2M7,ENSP00000271636
P31949,ENSP00000271638
Q15047,ENSP00000271640
P43235,ENSP00000271651
Q96G23,ENSP00000271688
Q7Z3K3,ENSP00000271715
Q9H4A5,ENSP00000271732
O95259,ENSP00000271751
P41214,ENSP00000271764
Q9UBG3,ENSP00000271835
O76095,ENSP00000271843
X6R3N0,ENSP00000271857
Q8TEY5,ENSP00000271889
O14815,ENSP00000271971
P24666,ENSP00000272067
Q6IQ49,ENSP00000272091
Q8TBE1,ENSP00000272133
O75610,ENSP00000272134
Q9BU76,ENSP00000272139
O14904,ENSP00000272164
P00797,ENSP00000272190
Q9Y2H5,ENSP00000272203
Q96BM9,ENSP00000272217
Q8TAX0,ENSP00000272223
Q7Z4P5,ENSP00000272224
P62745,ENSP00000272233
Q8NEY4,ENSP00000272238
Q96C23,ENSP00000272252
Q9H221,ENSP00000272286
P62979,ENSP00000272317
O95876,ENSP00000272321
Q9P1Q0,ENSP00000272322
Q6UW15,ENSP00000272324
Q9NY74,ENSP00000272342
Q8N1N0,ENSP00000272367
O00470,ENSP00000272369
Q9HC10,ENSP00000272371
Q96BQ3,ENSP00000272395
P82675,ENSP00000272418
Q9UHE5,ENSP00000272425
Q9BST9,ENSP00000272430
Q8TD22,ENSP00000272433
Q6UWH6,ENSP00000272438
O75319,ENSP00000272444
O75897,ENSP00000272452
Q13021,ENSP00000272462
P11234,ENSP00000272519
Q7Z5L3,ENSP00000272520
Q8WUM9,ENSP00000272542
Q16281,ENSP00000272602
Q92575,ENSP00000272638
O95156,ENSP00000272641
O15514,ENSP00000272645
Q6DCA0,ENSP00000272647
Q0VDG4,ENSP00000272732
Q9UIK5,ENSP00000272771
H7BXH9,ENSP00000272839
P49190,ENSP00000272847
Q8IVL8,ENSP00000272852
Q86UK0,ENSP00000272895
Q8NBK3,ENSP00000272902
P25106,ENSP00000272928
Q96HZ4,ENSP00000272937
P20339,ENSP00000273047
Q9GZU7,ENSP00000273062
P48751,ENSP00000273063
Q9P2E8,ENSP00000273067
Q8N490,ENSP00000273077
Q9Y6G9,ENSP00000273130
Q96S65,ENSP00000273153
Q9Y267,ENSP00000273173
O15194,ENSP00000273179
Q99469,ENSP00000273183
O75915,ENSP00000273258
Q96JA1,ENSP00000273261
P19827,ENSP00000273283
Q9HBL6,ENSP00000273286
Q9Y2B0,ENSP00000273308
Q9UGP4,ENSP00000273317
Q9P0L1,ENSP00000273320
Q969Y0,ENSP00000273347
Q96K78,ENSP00000273352
Q9Y2K3,ENSP00000273353
Q9NUJ1,ENSP00000273359
Q53H76,ENSP00000273371
Q5HYI8,ENSP00000273375
Q7Z4T9,ENSP00000273390
Q9BWV1,ENSP00000273395
P38606,ENSP00000273398
O75891,ENSP00000273450
Q9UBF6,ENSP00000273480
Q9ULR0,ENSP00000273541
P02794,ENSP00000273550
P48728,ENSP00000273588
P57738,ENSP00000273590
Q9BUJ0,ENSP00000273596
Q9BSH3,ENSP00000273598
Q96RP3,ENSP00000273610
Q9Y2K9,ENSP00000273666
Q96CJ1,ENSP00000273668
Q96DZ7,ENSP00000273695
C9JV77,ENSP00000273784
P52824,ENSP00000273814
Q03188,ENSP00000273853
Q9Y5Q5,ENSP00000273857
Q9P241,ENSP00000273859
Q96EP9,ENSP00000273861
Q3KNW5,ENSP00000273905
Q9UHY7,ENSP00000273920
Q96KC9,ENSP00000273936
Q8TBZ6,ENSP00000273962
Q9P2G9,ENSP00000273963
Q96I23,ENSP00000273968
Q8N5K1,ENSP00000273986
Q63HQ0,ENSP00000274000
Q8NB90,ENSP00000274008
P12104,ENSP00000274024
Q8WTS6,ENSP00000274031
Q96HR8,ENSP00000274054
Q96HF1,ENSP00000274063
O75311,ENSP00000274093
O75380,ENSP00000274137
O60337,ENSP00000274140
Q8TE57,ENSP00000274181
P18405,ENSP00000274192
Q9NUU6,ENSP00000274217
P61927,ENSP00000274242
Q13309,ENSP00000274255
Q99650,ENSP00000274276
Q6NUS8,ENSP00000274278
Q9NYY3,ENSP00000274289
P12544,ENSP00000274306
Q9BRX2,ENSP00000274311
P10915,ENSP00000274341
Q93088,ENSP00000274353
Q8N7Z5,ENSP00000274361
Q13576,ENSP00000274364
P24387,ENSP00000274368
P20936,ENSP00000274376
Q8N485,ENSP00000274382
Q13888,ENSP00000274400
Q9BWV2,ENSP00000274432
Q96JP0,ENSP00000274457
Q9Y6G5,ENSP00000274458
Q8TE59,ENSP00000274487
Q969M3,ENSP00000274496
Q9UNA1,ENSP00000274498
O14960,ENSP00000274507
P15248,ENSP00000274520
Q96H15,ENSP00000274532
Q16445,ENSP00000274545
P47870,ENSP00000274547
P58062,ENSP00000274565
Q8NBM8,ENSP00000274569
O15049,ENSP00000274605
Q9NX24,ENSP00000274606
O76093,ENSP00000274625
Q16558,ENSP00000274629
Q86YV6,ENSP00000274643
Q8IXS0,ENSP00000274673
Q5VV42,ENSP00000274695
Q9BQI7,ENSP00000274710
O43300,ENSP00000274711
Q96NC0,ENSP00000274712
O60609,ENSP00000274721
Q96A08,ENSP00000274764
Q9C029,ENSP00000274773
Q9BW72,ENSP00000274787
Q13093,ENSP00000274793
Q7L0R7,ENSP00000274811
P22033,ENSP00000274813
Q9ULW3,ENSP00000274849
Q8IX30,ENSP00000274938
Q7Z6J4,ENSP00000274963
Q6IWH7,ENSP00000274979
O00221,ENSP00000275015
Q9NYL5,ENSP00000275016
Q8WWQ0,ENSP00000275034
Q6ZRQ5,ENSP00000275053
Q8IYS1,ENSP00000275072
Q5SYC1,ENSP00000275162
Q96RI8,ENSP00000275198
Q969N4,ENSP00000275200
Q96RJ0,ENSP00000275216
Q6NT16,ENSP00000275227
Q8TD20,ENSP00000275230
Q149N8,ENSP00000275233
O75751,ENSP00000275300
Q8N2E2,ENSP00000275358
Q03113,ENSP00000275364
O75223,ENSP00000275428
Q96RJ6,ENSP00000275461
P00533,ENSP00000275493
Q96FF9,ENSP00000275517
P08833,ENSP00000275525
Q8WTU2,ENSP00000275560
P40227,ENSP00000275603
Q9BXP2,ENSP00000275730
O75420,ENSP00000275732
Q7Z7C7,ENSP00000275764
Q96H79,ENSP00000275766
Q9NV12,ENSP00000275767
P21709,ENSP00000275815
Q5C9Z4,ENSP00000275820
Q9BQJ4,ENSP00000275954
Q00536,ENSP00000276052
Q9NS84,ENSP00000276055
A0A8J8YU24,ENSP00000276062
Q15233,ENSP00000276079
Q8N123,ENSP00000276127
Q0D2K3,ENSP00000276173
Q5JV73,ENSP00000276185
P28335,ENSP00000276198
Q9BZI7,ENSP00000276201
Q5JSL3,ENSP00000276202
Q6ZRI8,ENSP00000276211
Q8TDV5,ENSP00000276218
Q8WUE5,ENSP00000276241
Q9Y4C4,ENSP00000276282
Q96QB1,ENSP00000276297
P21281,ENSP00000276390
Q15825,ENSP00000276410
P01148,ENSP00000276414
Q9NQY0,ENSP00000276416
O60496,ENSP00000276420
O14763,ENSP00000276431
Q9H7D0,ENSP00000276440
P49675,ENSP00000276449
O60284,ENSP00000276480
Q9BRT9,ENSP00000276533
Q9NVT9,ENSP00000276569
Q9UF47,ENSP00000276570
P06850,ENSP00000276571
Q9Y2Q9,ENSP00000276585
Q53H82,ENSP00000276590
Q9GZV8,ENSP00000276594
P54274,ENSP00000276603
Q96QS6,ENSP00000276616
Q14117,ENSP00000276651
Q9Y561,ENSP00000276654
Q6UXX9,ENSP00000276659
Q9Y6M9,ENSP00000276689
Q6P1N9,ENSP00000276692
Q96K31,ENSP00000276704
Q9BYG8,ENSP00000276708
P17020,ENSP00000276816
Q96PU4,ENSP00000276893
Q99541,ENSP00000276914
P42772,ENSP00000276925
P0DY56,ENSP00000276927
Q9P0W0,ENSP00000276943
Q99720,ENSP00000277010
Q16620,ENSP00000277120
Q9NZB2,ENSP00000277165
Q8NGS5,ENSP00000277216
Q96JM2,ENSP00000277225
Q8NGR3,ENSP00000277309
Q9NWX5,ENSP00000277458
Q9BXS1,ENSP00000277517
A0AAA9WZE8,ENSP00000277526
Q9BTV6,ENSP00000277540
Q96BF6,ENSP00000277554
Q86WR7,ENSP00000277570
Q92738,ENSP00000277575
Q9H8M7,ENSP00000277632
Q96F24,ENSP00000277746
P00367,ENSP00000277865
Q14520,ENSP00000277903
Q9GZQ6,ENSP00000277942
A2VDF0,ENSP00000278025
Q6QHF9,ENSP00000278060
Q5VV67,ENSP00000278070
Q8IWB1,ENSP00000278071
Q9NUP9,ENSP00000278193
Q9HCJ2,ENSP00000278198
Q96LU5,ENSP00000278200
P35542,ENSP00000278222
Q9UHJ9,ENSP00000278243
P11684,ENSP00000278282
Q9UL59,ENSP00000278314
Q9UL58,ENSP00000278319
Q53GQ0,ENSP00000278353
P43004,ENSP00000278379
P05155,ENSP00000278407
O95221,ENSP00000278409
Q08945,ENSP00000278412
Q9Y320,ENSP00000278422
O75387,ENSP00000278426
Q53FT3,ENSP00000278483
O94919,ENSP00000278505
Q6N022,ENSP00000278550
Q13153,ENSP00000278568
P23396,ENSP00000278572
Q9C0D7,ENSP00000278590
Q96A22,ENSP00000278601
Q14207,ENSP00000278612
Q13315,ENSP00000278616
Q9NRN7,ENSP00000278618
Q6IAA8,ENSP00000278671
Q9Y5Y6,ENSP00000278742
Q9BRP0,ENSP00000278780
O94776,ENSP00000278823
Q9NPI0,ENSP00000278826
Q9Y5Q0,ENSP00000278829
Q03395,ENSP00000278833
Q9Y2G1,ENSP00000278836
O95864,ENSP00000278840
P60852,ENSP00000278853
Q86WS3,ENSP00000278855
Q96HJ5,ENSP00000278865
Q9Y2I6,ENSP00000278886
Q01362,ENSP00000278888
O14681,ENSP00000278903
Q96AP7,ENSP00000278927
Q9UPV0,ENSP00000278935
O60487,ENSP00000278937
O60939,ENSP00000278947
Q6UWV2,ENSP00000278949
Q9H1R2,ENSP00000278979
Q86VX2,ENSP00000278980
P24844,ENSP00000279022
Q5JYT7,ENSP00000279024
Q8WWT9,ENSP00000279027
Q9BR26,ENSP00000279028
Q969N2,ENSP00000279036
Q6UDR6,ENSP00000279058
Q9BX40,ENSP00000279068
Q9BTV7,ENSP00000279101
O00170,ENSP00000279146
Q8WV07,ENSP00000279147
Q96T91,ENSP00000279168
Q8IVM8,ENSP00000279178
Q9BRQ3,ENSP00000279206
Q86UX7,ENSP00000279227
Q13405,ENSP00000279242
O14613,ENSP00000279249
O76062,ENSP00000279263
Q9UID3,ENSP00000279281
P60510,ENSP00000279387
Q9BW71,ENSP00000279392
P09238,ENSP00000279441
Q16828,ENSP00000279488
E9PAL0,ENSP00000279575
Q8NGG5,ENSP00000279783
Q8NGP3,ENSP00000279791
Q16619,ENSP00000279804
Q14865,ENSP00000279873
A0JNW5,ENSP00000279907
Q86T90,ENSP00000280020
Q86V42,ENSP00000280057
P50135,ENSP00000280097
Q6IQ16,ENSP00000280098
Q53EL6,ENSP00000280154
P08913,ENSP00000280155
P51674,ENSP00000280187
Q8IZU2,ENSP00000280190
Q8NEY3,ENSP00000280191
Q8NA03,ENSP00000280236
Q8IWF9,ENSP00000280245
O95084,ENSP00000280258
Q8WVI7,ENSP00000280295
P48643,ENSP00000280326
P10515,ENSP00000280346
Q8WWB5,ENSP00000280350
Q14116,ENSP00000280357
Q9BXU0,ENSP00000280358
Q03393,ENSP00000280362
Q9Y4E8,ENSP00000280377
Q5SZK8,ENSP00000280481
Q9NZV1,ENSP00000280527
O94855,ENSP00000280551
O43583,ENSP00000280557
Q969X0,ENSP00000280571
Q9H0I9,ENSP00000280605
Q2L4Q9,ENSP00000280606
Q9UPY5,ENSP00000280612
Q9UK39,ENSP00000280614
Q8IZD4,ENSP00000280665
P17658,ENSP00000280684
Q96IV0,ENSP00000280700
Q9NWU1,ENSP00000280701
Q6ZMR3,ENSP00000280706
Q8N2M4,ENSP00000280734
A6QL63,ENSP00000280758
Q12955,ENSP00000280772
Q8NHP8,ENSP00000280800
Q96QE2,ENSP00000280871
Q9Y2E4,ENSP00000280886
Q02487,ENSP00000280904
Q13023,ENSP00000280979
Q8N128,ENSP00000280987
Q92748,ENSP00000281030
O95298,ENSP00000281031
Q96I59,ENSP00000281038
P04198,ENSP00000281043
A6NI15,ENSP00000281047
Q8TB37,ENSP00000281081
P16591,ENSP00000281092
O75794,ENSP00000281141
Q96NL6,ENSP00000281142
Q8N1A6,ENSP00000281146
Q9H0C2,ENSP00000281154
Q5VWX1,ENSP00000281156
Q16827,ENSP00000281171
Q9UKU7,ENSP00000281182
Q4G0F5,ENSP00000281187
P09417,ENSP00000281243
Q0VF96,ENSP00000281282
Q12837,ENSP00000281321
Q07326,ENSP00000281382
O43150,ENSP00000281419
Q9UMQ3,ENSP00000281437
Q96B21,ENSP00000281441
Q71F23,ENSP00000281453
P12235,ENSP00000281456
Q8IY45,ENSP00000281471
A2RRP1,ENSP00000281513
Q9H6B1,ENSP00000281523
Q8N442,ENSP00000281543
Q9H361,ENSP00000281589
Q9UKT5,ENSP00000281623
Q8N3A8,ENSP00000281631
O15381,ENSP00000281701
Q96MS3,ENSP00000281703
Q8TBY0,ENSP00000281722
Q9P2K2,ENSP00000281741
A0AUZ9,ENSP00000281772
Q969V1,ENSP00000281806
P54764,ENSP00000281821
Q9NSD9,ENSP00000281828
Q8WWG9,ENSP00000281830
P23510,ENSP00000281834
P0CG36,ENSP00000281882
Q09328,ENSP00000281923
Q8TC26,ENSP00000281924
Q71F56,ENSP00000281928
Q9UJY1,ENSP00000281938
Q8WXD5,ENSP00000281950
Q8NBL3,ENSP00000281961
Q5W0B1,ENSP00000282003
Q9NS75,ENSP00000282018
O43424,ENSP00000282020
Q969Q4,ENSP00000282026
Q8N8R7,ENSP00000282032
Q9HCE0,ENSP00000282041
Q96CS2,ENSP00000282058
Q9HBM1,ENSP00000282074
Q13370,ENSP00000282096
Q9HCS4,ENSP00000282111
P07315,ENSP00000282141
Q9HB14,ENSP00000282146
Q9H0Y0,ENSP00000282185
Q6UXP7,ENSP00000282226
P33402,ENSP00000282249
Q2TBE0,ENSP00000282251
Q8N8A2,ENSP00000282272
Q96GW9,ENSP00000282276
Q8IVP9,ENSP00000282282
Q6PK81,ENSP00000282292
Q7Z340,ENSP00000282296
Q9Y2P7,ENSP00000282308
Q8NBB4,ENSP00000282326
O75317,ENSP00000282344
Q16566,ENSP00000282356
Q9NQ86,ENSP00000282369
P47974,ENSP00000282388
P17948,ENSP00000282397
Q8IVE3,ENSP00000282406
O75688,ENSP00000282412
Q6WRI0,ENSP00000282466
Q9NR56,ENSP00000282486
P48058,ENSP00000282499
Q3SY77,ENSP00000282507
Q6KC79,ENSP00000282516
Q6ZQY3,ENSP00000282538
Q8N335,ENSP00000282541
P17302,ENSP00000282561
Q96IK5,ENSP00000282570
P22674,ENSP00000282572
P56199,ENSP00000282588
G3XAA4,ENSP00000282605
Q86XQ3,ENSP00000282611
Q641Q2,ENSP00000282633
Q8N7M0,ENSP00000282670
P12645,ENSP00000282701
Q03014,ENSP00000282728
Q13255,ENSP00000282753
O95749,ENSP00000282841
Q8TE60,ENSP00000282849
Q03924,ENSP00000282869
Q96E17,ENSP00000282878
Q13503,ENSP00000282892
O00469,ENSP00000282903
Q9NY57,ENSP00000282908
Q15915,ENSP00000282928
Q9H3R5,ENSP00000283006
Q96M29,ENSP00000283025
P53384,ENSP00000283027
Q9BVS4,ENSP00000283109
O60264,ENSP00000283131
Q5T4T6,ENSP00000283141
P22004,ENSP00000283147
Q8NBZ7,ENSP00000283148
P49792,ENSP00000283195
Q96K49,ENSP00000283206
Q8NGZ2,ENSP00000283225
Q15256,ENSP00000283228
Q8NFR7,ENSP00000283233
Q13018,ENSP00000283243
P18564,ENSP00000283249
Q9NY46,ENSP00000283254
Q8TBJ5,ENSP00000283268
P40200,ENSP00000283285
Q9NT62,ENSP00000283290
Q8IZF2,ENSP00000283296
Q8IZF3,ENSP00000283303
Q8N878,ENSP00000283309
Q9Y2L5,ENSP00000283351
Q96LP2,ENSP00000283357
Q8NF37,ENSP00000283415
Q9H8X9,ENSP00000283441
Q8TB05,ENSP00000283474
Q8N6K0,ENSP00000283547
Q96KW9,ENSP00000283550
Q9NZI7,ENSP00000283629
Q9H871,ENSP00000283632
P49247,ENSP00000283646
O15195,ENSP00000283713
P29508,ENSP00000283752
Q93099,ENSP00000283871
P29083,ENSP00000283875
Q9UEE9,ENSP00000283882
Q8N865,ENSP00000283905
O60235,ENSP00000283916
P31260,ENSP00000283921
Q86VZ6,ENSP00000283928
Q7Z2X4,ENSP00000283937
Q8NEA4,ENSP00000283946
O94760,ENSP00000284031
P52429,ENSP00000284061
Q96DH6,ENSP00000284073
Q9Y663,ENSP00000284110
Q8N9F7,ENSP00000284116
O95025,ENSP00000284136
Q8WXJ9,ENSP00000284142
Q13588,ENSP00000284154
Q9P2X3,ENSP00000284202
P04216,ENSP00000284240
Q96GX8,ENSP00000284245
Q8WXH2,ENSP00000284262
